,SURCHARGE,MATERIAL_NBR,PERIOD,COMMERCIAL_SALES_TERRITORY_CODE,SALES_TCFXACT,NET_QTY,COMMERCIAL_TEAM,COMMERCIAL_SUBREGION_DESC,COMPANY_CODE,COMMERCIAL_DISTRICT_DESCRIPTION,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_COUNTRY_NAME,COMMERCIAL_AREA_CODE,COMMERCIAL_DISTRICT,GROSS_SALES,REGION_CODE,REGION_DESCRIPTION,CROP,COMMERCIAL_TEAM_DESCRIPTION,BASE_SALES,DISCOUNT,NET_SALES
20,2480.980466582579,,2020,217.0,-21812.80684741836,47.33755632112332,CT32,ANDEAN NORTH,4206.0,CD-Venezuela,ANDEAN NORTH,Venezuela,CA25,CD-VE,15878.251835662351,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,13397.271369079772,1483.357440183355,14394.894395478996
21,4209.321189993283,10762610.0,2022,921.0,23006.65497467505,165.5668861373262,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,31347.950976351014,2,NAM,CUCUMBER,US&CA,27138.62978635773,2218.186661109785,29129.764315241227
22,3306.5495824733143,,2021,921.0,43895.49003828898,2103.829208550884,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,24922.377329887953,2,NAM,OTHER VEGETABLE SEED,US&CA,21615.827747414638,3395.605733650478,21526.771596237475
23,4386.914481835813,,2020,202.0,35898.62250679273,966.2349103632841,CT32,ANDEAN NORTH,4206.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,30205.33091156902,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,25818.41642973321,5274.420757864632,24930.91015370439
24,3038.4725365617373,,2022,202.0,12796.74812523598,206.2967986891185,CT32,ANDEAN NORTH,5183.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,26193.509041500543,4,SAM,CAULIFLOWER,ANDEAN NORTH,23155.036504938806,4075.991538319303,22117.51750318124
25,3377.9906543501074,,2021,922.0,-21918.51498278211,359.7451884342412,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,24810.2213464432,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,21432.23069209309,2957.5739266163982,21852.6474198268
26,3356.6459706428345,,2020,216.0,-14093.18281294093,971.1942386854388,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,24107.169452680333,4,SAM,CARROT,ANDEAN NORTH,20750.523482037497,3181.579359730431,20925.590092949904
27,3370.2918973384935,,2022,205.0,-5952.241693000902,844.4556784144602,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,31405.271884054884,4,SAM,SQUASH,BRAZIL,28034.97998671639,3086.604260583623,28318.66762347126
28,1466.903752969372,,2020,214.0,4215.995509552096,691.4410795055996,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,11996.162646196615,4,SAM,CAULIFLOWER,LAS,10529.258893227243,2412.1862844674206,9583.976361729194
29,1488.5519365864081,,2021,206.0,10219.28323908047,16.87667950452249,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,13195.873896424991,4,SAM,OTHER VEGETABLE SEED,LAS,11707.321959838584,2159.3373042368084,11036.536592188182
30,2715.945076348528,,2020,922.0,33103.37384310596,67.3778127467939,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,21830.903172837694,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,19114.958096489165,4833.7829332514075,16997.120239586286
31,3468.722195270092,,2022,922.0,-10237.23300889047,552.0980798183938,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,24210.11142875637,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,20741.389233486276,2212.163849833389,21997.94757892298
32,4012.238286680969,11309206.0,2022,205.0,5306.66871275481,835.889557475633,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,26914.035203755422,4,SAM,TOMATO,BRAZIL,22901.796917074455,2369.810982416429,24544.224221338995
33,3435.6408333874265,11309206.0,2022,214.0,22540.07005490181,362.4162346060722,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,29017.203299687004,4,SAM,TOMATO,LAS,25581.562466299576,5486.193847864986,23531.009451822018
34,2745.333948078432,,2021,206.0,46368.4958911928,1460.256518458818,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,24727.505595319224,4,SAM,ONION,LAS,21982.171647240793,4029.8385156883396,20697.667079630883
35,3256.5913813121506,,2021,922.0,41563.25480599183,694.5554057296897,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,25497.213732319055,2,NAM,SWEET CORN,MX&CACAR,22240.622351006903,4409.007816283659,21088.205916035397
36,3819.951849442251,,2020,216.0,31713.94785413521,1065.564088894302,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,30447.838096258187,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,26627.886246815935,2988.2959620583165,27459.54213419987
37,1926.9174656236935,,2020,921.0,57613.89203516881,764.0029426533699,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,22996.24924773253,2,NAM,OTHER VEGETABLE SEED,US&CA,21069.331782108835,3821.385541587138,19174.863706145392
38,3546.5324155722064,,2020,921.0,12910.8141729586,823.7020164201246,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,27449.35498440914,2,NAM,OTHER VEGETABLE SEED,US&CA,23902.822568836935,3220.83825782542,24228.51672658372
39,3695.8809997191393,,2021,922.0,26624.12517622007,2509.892358843643,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,31815.557763791017,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,28119.67676407188,4251.848568728384,27563.709195062635
40,2464.4279178810866,10845540.0,2020,206.0,-15350.96635873642,1092.333482204865,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,26373.834758473367,4,SAM,OTHER VEGETABLE SEED,LAS,23909.40684059228,5778.190325264704,20595.64443320866
41,2151.6258998245676,10795521.0,2020,921.0,-12672.14493322459,1937.165559588099,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,15753.050242765887,2,NAM,TOMATO,US&CA,13601.424342941318,1479.8636568961633,14273.186585869724
42,4034.5044199748186,11243928.0,2022,921.0,-1972.057533135368,752.7349637336494,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,26549.32712170779,2,NAM,TOMATO,US&CA,22514.82270173297,3934.5700038947584,22614.75711781303
43,2218.3029277909377,,2020,921.0,25106.00618329887,842.0868601518816,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,19238.120911751874,2,NAM,OTHER VEGETABLE SEED,US&CA,17019.817983960937,2583.434914187031,16654.685997564844
44,3812.238534468478,,2022,921.0,40451.36863110467,2036.06769988973,CT13,UNDEF US,5183.0,CD-USA,US and CA,USA,CA6,CD-US,26643.850721269642,2,NAM,OTHER VEGETABLE SEED,US&CA,22831.612186801165,4222.713989929125,22421.136731340517
45,1583.9495513776526,11309206.0,2020,205.0,23374.70299112434,475.1037650646798,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,16020.47124015936,4,SAM,TOMATO,BRAZIL,14436.521688781708,2146.2397769636686,13874.231463195692
46,1737.7020176144965,11789149.0,2021,214.0,28477.04379437877,1029.408103760437,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,19256.04687350539,4,SAM,"BEAN, GARDEN",LAS,17518.344855890893,2214.4674149213292,17041.579458584063
47,3864.3575027621814,,2021,206.0,-3414.596713953601,960.4041019136852,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23385.086524500355,4,SAM,CABBAGE,LAS,19520.729021738174,2567.1480763341233,20817.93844816623
48,2281.330734668683,,2020,214.0,3823.065909629119,1508.018852781516,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,24509.334419010695,4,SAM,PEPPER,LAS,22228.003684342013,2966.5714022093966,21542.7630168013
49,4510.350331017764,,2021,921.0,-20114.65228354003,496.4159632163008,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,31608.6798952564,2,NAM,OTHER VEGETABLE SEED,US&CA,27098.329564238633,4892.427508151252,26716.252387105145
50,3286.702307917189,,2020,922.0,12891.85332803927,369.9710256191021,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,28302.185168022916,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,25015.482860105727,4944.658195514676,23357.52697250824
51,3432.295926004487,,2021,217.0,-25005.49729172697,2531.656093679617,CT32,ANDEAN NORTH,4206.0,CD-Ecuador,ANDEAN NORTH,Ecuator,CA25,CD-EC,24629.826753819343,4,SAM,ONION,ANDEAN NORTH,21197.530827814855,6668.657050839316,17961.169702980027
52,1251.5906054014397,12101790.0,2021,205.0,16484.37516320735,778.294084042716,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,15157.284837359677,4,SAM,TOMATO,BRAZIL,13905.694231958238,4067.101197018015,11090.183640341662
53,1509.1720253590386,11789149.0,2021,214.0,38948.32432948511,489.4355635432526,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,22665.447775582943,4,SAM,"BEAN, GARDEN",LAS,21156.275750223904,4222.318428610419,18443.129346972524
54,5346.836025048529,,2020,922.0,5672.341733007153,409.2979415833153,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,34259.90393160413,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,28913.0679065556,6719.504783357937,27540.399148246193
55,4004.2784890340663,11789149.0,2021,214.0,40561.42129820608,581.6545044736583,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,31317.387117968097,4,SAM,"BEAN, GARDEN",LAS,27313.10862893403,6068.301547735072,25249.085570233026
56,2461.3579158084935,,2020,921.0,-9086.17840089191,512.6684825773291,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,18825.96469360138,2,NAM,WATERMELON,US&CA,16364.606777792887,2469.9042876367525,16356.060405964628
57,2394.969211026581,,2021,214.0,43698.52407967907,687.0464641228616,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,19046.424527474694,4,SAM,PEA,LAS,16651.45531644811,2753.297396760729,16293.127130713965
58,2636.6091564272397,,2021,216.0,-7798.537367600165,1298.582210065448,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,15451.323555716559,4,SAM,TOMATO,ANDEAN NORTH,12814.71439928932,2390.811003260189,13060.51255245637
59,3652.6937709295275,11637908.0,2021,921.0,802.4446511662318,463.7169627716971,CT13,UNDEF US,3605.0,CD-USA,US&CA,USA,CA6,CD-US,25928.279513963746,2,NAM,CUCUMBER,US&CA,22275.58574303422,2954.677499604536,22973.60201435921
60,3590.078589811559,,2020,922.0,3604.009238812123,53.64016334214841,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,31923.30052640436,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,28333.221936592803,5160.327818734141,26762.97270767022
61,2626.3488830523183,,2020,217.0,-27612.7250292664,1566.469116049851,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,25125.424344793457,4,SAM,TOMATO,ANDEAN NORTH,22499.07546174114,3353.7943634965995,21771.629981296857
62,1905.1738380056745,,2020,216.0,47048.41299810965,198.922451541421,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,19390.74149037256,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,17485.567652366884,3157.821566938681,16232.919923433878
63,1823.121183178366,,2020,217.0,-2487.116019501835,1002.496898674862,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,17195.29364813237,4,SAM,PEA,ANDEAN NORTH,15372.172464954005,4546.843177483509,12648.450470648862
64,3191.112974184081,,2020,921.0,-16599.48378796276,1350.246040693446,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,26796.002885134247,2,NAM,OTHER VEGETABLE SEED,US&CA,23604.889910950165,4042.2402377818084,22753.76264735244
65,4292.477835028179,10778742.0,2022,922.0,39016.70134106596,607.8317607370523,CT14,UNDEF MX,4568.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,34183.17636937135,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,29890.69853434317,6906.793291295998,27276.383078075352
66,2430.598447952075,12101790.0,2021,205.0,-19189.33422014722,1665.019692801799,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,24956.677697431707,4,SAM,TOMATO,BRAZIL,22526.079249479633,3321.4088437775986,21635.26885365411
67,2569.3053310494297,,2020,922.0,-15299.31014597198,627.5624923171188,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,20533.822457072707,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,17964.51712602328,3001.405059508549,17532.417397564157
68,3311.972400211088,,2020,922.0,17725.99248045617,2132.683552383944,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,28625.565529007472,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,25313.593128796383,3408.485208375304,25217.08032063217
69,2040.2507126829933,,2020,922.0,33594.16142855969,1157.429221321138,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,18421.958269395014,2,NAM,TOMATO,MX&CACAR,16381.707556712023,3290.1920871636853,15131.76618223133
70,2549.6953957032847,,2022,922.0,26165.66622290169,2193.111701513439,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,18160.691027493314,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,15610.995631790029,3908.0471195096643,14252.64390798365
71,1075.897187560637,,2020,922.0,-15076.36174085575,1285.831416657016,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,13276.77026926185,2,NAM,TOMATO,MX&CACAR,12200.873081701213,3271.5699457877286,10005.20032347412
72,3785.6120009097426,,2022,922.0,-31364.96398963966,649.8203125023149,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,32408.801591087064,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,28623.18959017732,4029.579778808667,28379.221812278396
73,2319.416308122482,,2020,202.0,42586.42978079049,2043.756677575893,CT32,ANDEAN NORTH,5183.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,20386.314374245496,4,SAM,CUCUMBER,ANDEAN NORTH,18066.898066123013,2034.7166713559493,18351.597702889547
74,2843.986277153402,,2020,922.0,589.2699240690763,682.7117165423631,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,23183.96826179527,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,20339.98198464187,3263.6366002502787,19920.33166154499
75,5224.426051102554,,2021,216.0,20294.23173570456,907.0727765551757,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,35215.33798247397,4,SAM,TOMATO,ANDEAN NORTH,29990.911931371415,5590.152490814603,29625.185491659366
76,1823.7587631256517,,2020,217.0,32832.78895492716,741.0226414432758,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,13728.45875800603,4,SAM,PEPPER,ANDEAN NORTH,11904.699994880379,1612.4659703575073,12115.992787648524
77,3381.222037320186,,2022,921.0,31562.38377238834,1043.067088339457,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,28741.64314322335,2,NAM,OTHER VEGETABLE SEED,US&CA,25360.421105903166,3246.2170661849545,25495.426077038395
78,1838.7837604472184,,2021,922.0,33364.06260592167,1074.173402386461,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,18687.493616996424,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,16848.709856549205,3660.497708845461,15026.995908150962
79,1628.956028584493,,2022,922.0,12460.33829239375,2002.063808522158,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,15416.77851876174,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,13787.822490177246,2929.279711240732,12487.498807521008
80,3287.737751026897,,2020,921.0,-9660.549828824544,920.3327135321152,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,30934.908137135186,2,NAM,OTHER VEGETABLE SEED,US&CA,27647.17038610829,7356.913343519765,23577.99479361542
81,3587.367754022171,11789149.0,2020,214.0,34714.88396329876,19.95811834636748,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,24545.192765418873,4,SAM,"BEAN, GARDEN",LAS,20957.8250113967,2677.3326097095905,21867.860155709284
82,2606.0010372657484,,2022,921.0,-7461.041563817249,515.8129277759155,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,20814.376822268416,2,NAM,OTHER VEGETABLE SEED,US&CA,18208.375785002667,1776.341384272721,19038.035437995695
83,3820.202174983166,,2020,205.0,-21163.58245961286,384.8716795551894,CT35,BRAZIL,4188.0,CD-Brazil,BRAZIL,Brazil,CA28,CD-BR,25422.816186197364,4,SAM,OTHER VEGETABLE SEED,BRAZIL,21602.6140112142,2526.3186712270726,22896.49751497029
84,3082.081526663752,,2020,214.0,2064.121239450839,1420.591084474308,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,24444.73132892166,4,SAM,TOMATO,LAS,21362.64980225791,1366.11003564899,23078.62129327267
85,1880.2807430710968,10924351.0,2020,214.0,27454.04633042371,521.6100623353803,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,13308.94336175549,4,SAM,OTHER VEGETABLE SEED,LAS,11428.662618684393,3032.238648643225,10276.704713112264
86,2019.5420235810832,,2021,922.0,-21621.80350749624,1973.103934878468,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,13664.99371628118,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,11645.451692700097,2733.5102049874504,10931.483511293729
87,1965.1217184628135,,2020,921.0,-9029.283743209584,1890.859562710638,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,20076.13193745319,2,NAM,OTHER VEGETABLE SEED,US&CA,18111.010218990374,2299.7783643186667,17776.353573134522
88,2214.147819640862,,2020,922.0,15405.46971569465,2276.618690124569,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,14600.471066866961,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,12386.323247226099,2460.4969569097366,12139.974109957224
89,1815.1048589686698,,2022,922.0,32037.91849771117,101.7610427974722,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,14030.596111708142,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,12215.491252739472,2295.402113160297,11735.193998547846
90,2659.615823320649,,2020,216.0,1287.820251454045,546.1181932107077,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,18687.360737218547,4,SAM,WATERMELON,ANDEAN NORTH,16027.7449138979,1228.8284437741772,17458.53229344437
91,2097.5859716585383,,2021,216.0,-7580.422704263194,916.0902697382902,CT32,ANDEAN NORTH,4206.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,17365.785131778088,4,SAM,ONION,ANDEAN NORTH,15268.199160119548,3289.5531493585927,14076.231982419495
92,2243.7204967650096,,2020,922.0,47387.00219201721,972.2799441696858,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,18526.441682169265,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,16282.721185404254,3772.11404739213,14754.327634777135
93,1576.017539042694,,2022,202.0,7377.056711212903,544.4555917282848,CT32,ANDEAN NORTH,5183.0,CD-Peru,ANDEAN NORTH,Peru,CA25,CD-PE,16019.966887030036,4,SAM,PEPPER,ANDEAN NORTH,14443.949347987342,2701.7776306614105,13318.189256368625
94,5405.672745846096,,2020,214.0,41811.57292134905,870.7028306413254,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,35033.83565050498,4,SAM,SWEET CORN,LAS,29628.162904658886,3759.193966000132,31274.641684504848
95,3031.431870911598,11789149.0,2020,214.0,-19198.15379649893,605.3976843928428,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,20548.17344284481,4,SAM,"BEAN, GARDEN",LAS,17516.741571933213,4020.983172062048,16527.19027078276
96,3235.483995635138,,2022,921.0,18215.04512519527,371.255970445472,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,28298.04694420911,2,NAM,OTHER VEGETABLE SEED,US&CA,25062.56294857397,5134.553936310953,23163.493007898156
