,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT,NET_SALES
10,CT52,Germany,2022.06,NW OPEN FIELD,CD-Germany-Openf,267.083379649843,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,17903.59449915179,NORTH EUROPE,CAW2,NW OPEN FIELD,4408.969619467799,30687.40942521591,,1,3385.0,26278.43980574811,6849.080913671309,23838.328511544598
11,CT52,Netherlands,2021.05,NW OPEN FIELD,CD-Netherlands-Openf,1088.110469898179,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,-3971.738477356166,NORTH EUROPE,CAW2,NW OPEN FIELD,3642.699414390632,26142.845022092497,,1,3605.0,22500.145607701867,2963.9589081705726,23178.886113921923
12,CTX1,Undef EMEA,2021.11,UNDEF EMEA,CD-Undef EMEA,704.1975769267771,CD-X1,EMEA,911.0,PEA,32090.28762368494,UNDEF EMEA,CAX1,UNDEF EMEA,3024.6468948290362,26094.43663225383,,1,3605.0,23069.789737424795,2933.92395593229,23160.51267632154
13,CT7,Italy,2022.1,ITALY,CD-Italy,976.0477429066943,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,-30741.17282118343,SOUTH EUROPE,CAW1,ITALY,5136.186004484836,33662.62305210346,,1,3515.0,28526.437047618623,3936.571500395799,29726.05155170766
14,CT50,Germany,2022.12,EMEA PROCESSING,CD-Germany-Proc,6.778187871110163,CD-DE-PROC,EMEA,658.0,SWEET CORN,-9809.838506235385,NORTH EUROPE,CAW2,EMEA PROCESSING,4225.391235855464,33452.34297466738,,1,3605.0,29226.951738811917,3108.8912218572063,30343.45175281017
15,CT51,France,2020.11,EMEA GLASS,CD-France-Glass,648.0340479257379,CD-FR-GLAS,EMEA,664.0,TOMATO,30042.99290158422,NORTH EUROPE,CAW2,EMEA GLASS,3537.64198830326,18776.814342403748,,1,3354.0,15239.172354100487,2568.0525861112865,16208.76175629246
16,CT52,Netherlands,2022.03,NW OPEN FIELD,CD-Netherlands-Openf,1617.181781502468,CD-NL-OPEN,EMEA,669.0,BROCCOLI,32703.60218905698,NORTH EUROPE,CAW2,NW OPEN FIELD,1268.5751932329151,11617.336425258713,,1,3605.0,10348.761232025798,1944.7988111909156,9672.537614067796
17,CTX1,Undef EMEA,2022.07,UNDEF EMEA,CD-Undef EMEA,117.6937630836481,CD-X1,EMEA,911.0,PEA,19204.6459312152,UNDEF EMEA,CAX1,UNDEF EMEA,4214.255431350923,31100.61585770588,,1,3605.0,26886.360426354957,5795.631894114304,25304.983963591578
18,CT58,Türkiye,2022.08,TURKEY,CD-Turkey,287.0817144446518,CD-TR,EMEA,604.0,OTHER VEGETABLE SEED,17457.40813526153,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,3161.4342945086632,23102.56317710647,,1,3970.0,19941.128882597804,3059.8499601367776,20042.713216969692
19,CT5,Spain,2021.02,IBERICA,CD-Spain,493.3624314501726,CD-ES,EMEA,649.0,OTHER VEGETABLE SEED,47933.57216920012,SOUTH EUROPE,CAW1,IBERICA,3624.9917420587735,28045.05393674312,,1,3781.0,24420.062194684346,3886.2858987760073,24158.76803796711
20,CT50,France,2021.06,EMEA PROCESSING,CD-France-Proc,1494.442556181572,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",7876.8125285768,NORTH EUROPE,CAW2,EMEA PROCESSING,1740.858063069928,11793.272794603025,,1,3155.0,10052.414731533097,2291.6854585135893,9501.587336089435
21,CT51,France,2022.11,EMEA GLASS,CD-France-Glass,586.7330758442843,CD-FR-GLAS,EMEA,664.0,TOMATO,44520.88607187518,NORTH EUROPE,CAW2,EMEA GLASS,3239.689046473727,27234.51794209833,,1,3354.0,23994.828895624603,2481.239173651279,24753.27876844705
22,CT51,France,2022.12,EMEA GLASS,CD-France-Glass,343.2754262949309,CD-FR-GLAS,EMEA,664.0,TOMATO,34407.15528903169,NORTH EUROPE,CAW2,EMEA GLASS,3284.701097838805,27329.888253026693,,1,3354.0,24045.187155187887,4827.0165930185685,22502.871660008124
23,CT51,Netherlands,2022.08,EMEA GLASS,CD-Netherlands-Glass,339.9653917085408,CD-NL-GLAS,EMEA,663.0,TOMATO,16665.84904189031,NORTH EUROPE,CAW2,EMEA GLASS,3282.0094843090997,20147.93899930037,,1,3605.0,16865.929514991272,3319.6731190819132,16828.26588021846
24,CT52,Germany,2022.12,NW OPEN FIELD,CD-Germany-Openf,767.7525657779852,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,12045.83032519377,NORTH EUROPE,CAW2,NW OPEN FIELD,3195.748473504044,31168.114788189934,,1,3385.0,27972.36631468589,4613.953737132465,26554.16105105747
25,CT56,Rep. of Belarus,2022.03,RUSSIA & UKRAINE,CD-Belarus,1917.241140559669,CD-BY,EMEA,685.0,CUCUMBER,22748.4780788908,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3540.8964476152423,26760.424990789044,,1,3605.0,23219.5285431738,4572.524673316183,22187.90031747286
26,CT53,Iraq,2022.11,MIDDLE EAST,CD-Iraq,384.4040172930175,CD-IQ,EMEA,656.0,CUCUMBER,-20460.29580255687,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,2038.6115499243542,13513.11211011236,,1,3605.0,11474.500560188006,2718.7270380821024,10794.385072030258
27,CT7,Italy,2022.01,ITALY,CD-Italy,237.8660959448771,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,26871.1925961951,SOUTH EUROPE,CAW1,ITALY,3493.94488653343,32586.079204271246,,1,3515.0,29092.134317737815,4425.873512715137,28160.205691556108
28,CT52,Netherlands,2020.06,NW OPEN FIELD,CD-Netherlands-Openf,282.2081789746801,CD-NL-OPEN,EMEA,669.0,CARROT,-27370.53363204807,NORTH EUROPE,CAW2,NW OPEN FIELD,3245.5927726966124,28389.14431542532,,1,3605.0,25143.55154272871,4514.114663735262,23875.02965169006
29,CT52,Netherlands,2021.12,NW OPEN FIELD,CD-Netherland-Openf,1171.082072218502,CD-NL-OPEN,EMEA,669.0,ONION,-24445.08320848909,NORTH EUROPE,CAW2,NW OPEN FIELD,4017.685751367912,29421.385908342854,,1,3605.0,25403.70015697494,4896.519407127359,24524.866501215496
30,CT59,Iran,2022.03,IRAN,CD-Iran,1571.21033406481,CD-IR,EMEA,688.0,SPINACH,19381.95534991484,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,2036.1875472897582,15893.794599920118,,1,3605.0,13857.60705263036,2223.2242122683983,13670.57038765172
31,CT58,Türkiye,2022.02,TURKEY,CD-Turkey,1313.474125291608,CD-TR,EMEA,604.0,OTHER VEGETABLE SEED,38401.1969311744,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,2582.820483561988,18551.96129241299,,1,3970.0,15969.140808851003,2198.7300978232506,16353.23119458974
32,CT7,Italy,2020.06,ITALY,CD-Italy,665.9390010111019,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,45507.30034449126,SOUTH EUROPE,CAW1,ITALY,2199.6665310170524,17389.64297343087,,1,3515.0,15189.976442413816,3118.7839312367355,14270.859042194134
33,CT50,France,2021.02,EMEA PROCESSING,CD-France-Proc,326.688982787402,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",-10436.4323020682,NORTH EUROPE,CAW2,EMEA PROCESSING,4262.118833771255,30935.82392001444,,1,3155.0,26673.705086243186,3562.141166291365,27373.68275372308
34,CT51,France,2021.02,EMEA GLASS,CD-France-Glass,197.6300964625675,CD-FR-GLAS,EMEA,664.0,TOMATO,12061.62810203474,NORTH EUROPE,CAW2,EMEA GLASS,3031.6062621061933,27354.25670133761,,1,3354.0,24322.650439231416,2799.566160005261,24554.690541332347
35,CT52,France,2020.05,NW OPEN FIELD,CD-France-Openf,1378.693446142214,CD-FR-OPEN,EMEA,670.0,SQUASH,-12576.36202554006,NORTH EUROPE,CAW2,NW OPEN FIELD,4448.128730595498,28643.963012953787,,1,3354.0,24195.83428235829,6003.755904847681,22640.207108106108
36,CT56,Ukraine,2022.03,RUSSIA & UKRAINE,CD-Ukraine,506.6666977502302,CD-UA,EMEA,685.0,CARROT,-11580.25813101385,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,4714.047828900636,30987.837758787133,,1,3605.0,26273.789929886498,3844.6627890743134,27143.174969712818
37,CT59,Iran,2022.07,IRAN,CD-Iran,2016.997797374798,CD-IR,EMEA,688.0,TOMATO,49963.11407059328,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,2934.417195147482,26212.037866414725,,1,3605.0,23277.620671267243,7199.243594550633,19012.79427186409
38,CT58,Türkiye,2022.04,TURKEY,CD-Turkey,1143.55311573408,CD-TR,EMEA,604.0,OTHER VEGETABLE SEED,27330.87988792302,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,2773.9507673177673,19722.858526539352,,1,3970.0,16948.907759221584,923.0052093939962,18799.853317145356
39,CT50,France,2021.07,EMEA PROCESSING,CD-France-Proc,241.0066016192836,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",-24360.05007480818,NORTH EUROPE,CAW2,EMEA PROCESSING,2977.2659678656787,28084.20818026333,,1,3155.0,25106.94221239765,5242.7286076135515,22841.479572649776
40,CT51,France,2022.02,EMEA GLASS,CD-France-Glass,725.9156179131544,CD-FR-GLAS,EMEA,664.0,TOMATO,13698.17896841426,NORTH EUROPE,CAW2,EMEA GLASS,2770.9220042266097,18401.438410924147,,1,3354.0,15630.516406697538,3550.7510869742223,14850.687323949925
41,CT52,Netherlands,2021.1,NW OPEN FIELD,CD-Netherlands-Openf,1890.318751649756,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,4813.292208775008,NORTH EUROPE,CAW2,NW OPEN FIELD,2120.3706955462776,16985.923879477934,,1,3155.0,14865.553183931657,2269.759357112983,14716.16452236495
42,CT52,Netherlands,2021.08,NW OPEN FIELD,CD-Netherlands-Openf,35.40124925942587,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,-14214.44438342745,NORTH EUROPE,CAW2,NW OPEN FIELD,1536.8067965863956,15567.275412459894,,1,3155.0,14030.468615873498,2206.1940854022646,13361.08132705763
43,CTX1,Undef EMEA,2022.05,UNDEF EMEA,CD-Undef EMEA,798.235526459982,CD-X1,EMEA,911.0,PEA,27563.30311152583,UNDEF EMEA,CAX1,UNDEF EMEA,1971.8967121140279,16271.531786047055,,1,3605.0,14299.635073933026,2371.8394820315802,13899.692304015474
44,CTX1,Undef EMEA,2021.12,UNDEF EMEA,CD-Undef EMEA,870.6141798744504,CD-X1,EMEA,911.0,TOMATO,37321.39949707083,UNDEF EMEA,CAX1,UNDEF EMEA,3242.6368762717516,27634.998778255856,,1,3605.0,24392.361901984106,2279.983262590067,25355.01551566579
45,CT59,Iran,2021.01,IRAN,CD-Iran,636.8273203181368,CD-IR,EMEA,688.0,TOMATO,46239.28938473428,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,2182.757963210153,15025.296568210746,,1,3605.0,12842.538605000593,1698.329270864397,13326.96729734635
46,CT51,Netherlands,2021.07,EMEA GLASS,CD-Netherlands-Glass,895.9085193885901,CD-NL-GLAS,EMEA,663.0,CUCUMBER,37014.244062118,NORTH EUROPE,CAW2,EMEA GLASS,3094.966110642268,30054.2072612211,,1,3155.0,26959.241150578833,3765.4412722510324,26288.76598897007
47,CT51,Netherlands,2021.03,EMEA GLASS,CD-Netherlands-Glass,1342.361294922432,CD-NL-GLAS,EMEA,663.0,CUCUMBER,-21634.31099394937,NORTH EUROPE,CAW2,EMEA GLASS,3162.80263697052,30015.025577145312,,1,3605.0,26852.222940174794,4996.792594899214,25018.232982246096
48,CT52,Germany,2021.03,NW OPEN FIELD,CD-Germany-Openf,414.0796135198415,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,19322.97829215072,NORTH EUROPE,CAW2,NW OPEN FIELD,1673.1656849449278,12897.670886441918,,1,3385.0,11224.50520149699,2153.0942129882806,10744.576673453637
49,CT52,Germany,2021.05,NW OPEN FIELD,CD-Germany-Openf,1222.15020548053,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,-18004.41232682927,NORTH EUROPE,CAW2,NW OPEN FIELD,1849.9270684622466,15137.369789372106,,1,3385.0,13287.44272090986,1907.8054742215836,13229.564315150521
50,CT52,Germany,2022.11,NW OPEN FIELD,CD-Germany-Openf,75.20350975880751,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,28641.69355265089,NORTH EUROPE,CAW2,NW OPEN FIELD,5212.177564196569,34414.66140119551,,1,3385.0,29202.48383699894,6081.32474075391,28333.3366604416
51,CT52,Netherlands,2020.01,NW OPEN FIELD,CD-Netherland-Openf,1126.692951644285,CD-NL-OPEN,EMEA,669.0,BROCCOLI,31028.37090682979,NORTH EUROPE,CAW2,NW OPEN FIELD,866.7430900882586,11952.184909857093,,1,3155.0,11085.441819768834,2089.0026607630425,9863.18224909405
52,CT52,Netherlands,2020.06,NW OPEN FIELD,CD-Netherlands-Openf,2193.422777810144,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,28359.48572070235,NORTH EUROPE,CAW2,NW OPEN FIELD,2151.0573191130024,18507.974941776312,,1,3155.0,16356.91762266331,3000.030525956736,15507.944415819577
53,CT56,Russian Fed.,2022.04,RUSSIA & UKRAINE,CD-Russian Fed.,992.4609012716666,CD-RU,EMEA,684.0,TOMATO,-218.6773085891255,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1491.5378516662443,13470.034974628403,,1,3605.0,11978.497122962159,1398.2148073410594,12071.820167287344
54,CT50,France,2021.11,EMEA PROCESSING,CD-France-Proc,189.1501477226453,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",5035.283850742228,NORTH EUROPE,CAW2,EMEA PROCESSING,4415.0602728505755,32714.373159068007,,1,3155.0,28299.31288621743,5932.6143628335485,26781.75879623446
55,CT50,France,2021.05,EMEA PROCESSING,CD-France-Proc,389.927712068416,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",39177.21336161864,NORTH EUROPE,CAW2,EMEA PROCESSING,5200.933619852155,34582.70232645465,,1,3155.0,29381.768706602496,6478.36542403991,28104.33690241474
56,CT51,France,2021.06,EMEA GLASS,CD-France-Glass,444.4694057816935,CD-FR-GLAS,EMEA,664.0,TOMATO,-37213.43743580865,NORTH EUROPE,CAW2,EMEA GLASS,5514.1382707443745,32172.229797486187,,1,3354.0,26658.091526741813,4464.914524274031,27707.315273212156
57,CT51,France,2022.03,EMEA GLASS,CD-France-Glass,108.9575632772694,CD-FR-GLAS,EMEA,664.0,TOMATO,-15643.52030814399,NORTH EUROPE,CAW2,EMEA GLASS,3469.256464641058,22195.022264597636,,1,3354.0,18725.765799956578,2071.9672654015317,20123.054999196105
58,CT51,Sweden,2022.12,EMEA GLASS,CD-Sweden-Glass,498.3071538128927,CD-SE-GLAS,EMEA,666.0,TOMATO,26811.10982317937,NORTH EUROPE,CAW2,EMEA GLASS,4680.339487914179,29198.767581443055,,1,3605.0,24518.428093528877,5200.867156711989,23997.900424731066
59,CT52,Germany,2022.03,NW OPEN FIELD,CD-Germany-Openf,482.5534544413918,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,51852.61423771847,NORTH EUROPE,CAW2,NW OPEN FIELD,2382.560797077088,16782.101749315454,,1,3385.0,14399.540952238367,2809.0021442949846,13973.09960502047
60,CT1,Nigeria,2021.12,WEST AFRICA,CD-Nigeria,801.8132374583215,CD-NG,EMEA,637.0,OTHER VEGETABLE SEED,37929.85137117632,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,2892.5521954247665,25879.003882055775,,1,3605.0,22986.451686631008,1800.3987073118094,24078.605174743967
61,CT5,Spain,2022.12,IBERICA,CD-Spain,584.7623999643845,CD-ES,EMEA,649.0,OTHER VEGETABLE SEED,11336.4461783602,SOUTH EUROPE,CAW1,IBERICA,4253.794045126941,30056.764119877414,,1,3781.0,25802.970074750476,4209.5449572834705,25847.219162593945
62,CT5,Spain,2022.08,IBERICA,CD-Spain,1327.175056752998,CD-ES,EMEA,649.0,TOMATO,-4178.194207268236,SOUTH EUROPE,CAW1,IBERICA,3678.913369559772,30734.430795499116,,1,3781.0,27055.517425939343,4442.468623532308,26291.962171966807
63,CT51,France,2021.11,EMEA GLASS,CD-France-Glass,365.3321906245001,CD-FR-GLAS,EMEA,664.0,TOMATO,32754.33410298381,NORTH EUROPE,CAW2,EMEA GLASS,3826.7870773098853,25996.407543593174,,1,3354.0,22169.62046628329,4397.125090516078,21599.282453077096
64,CT52,Germany,2020.06,NW OPEN FIELD,CD-Germany-Openf,1975.10330275422,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,13876.20665419722,NORTH EUROPE,CAW2,NW OPEN FIELD,3423.605821003406,23662.921636469717,,1,3385.0,20239.31581546631,5582.952298415314,18079.969338054405
65,CT52,Germany,2021.04,NW OPEN FIELD,CD-Germany-Openf,1937.173774799908,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,24315.81877751429,NORTH EUROPE,CAW2,NW OPEN FIELD,1503.0300972361536,14240.582205361938,,1,3385.0,12737.552108125785,1355.5329964204589,12885.049208941478
66,CT52,Netherlands,2020.02,NW OPEN FIELD,CD-Netherlands-Openf,1382.243599800825,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,-20777.49997020006,NORTH EUROPE,CAW2,NW OPEN FIELD,3422.5266893724406,30261.141622745967,,1,3605.0,26838.614933373527,3269.8727742499796,26991.268848495987
67,CT56,North Macedonia,2021.06,CENTRAL EUROPE & BALKANS,CD-Macedonia,1279.719975587142,CD-MK,EMEA,634.0,OTHER VEGETABLE SEED,6270.802359835672,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE&ISRAEL,2871.3073691648488,18002.91427711877,,1,3605.0,15131.60690795392,3388.2168948739536,14614.697382244816
68,CT51,Netherlands,2021.08,EMEA GLASS,CD-Netherlands-Glass,1694.927495266001,CD-NL-GLAS,EMEA,663.0,TOMATO,9543.042135602129,NORTH EUROPE,CAW2,EMEA GLASS,3282.9627907463196,19774.731623277552,,1,3605.0,16491.768832531234,3466.0276184768763,16308.704004800675
69,CT52,Germany,2020.01,NW OPEN FIELD,CD-Germany-Openf,135.7328972986122,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,11138.64333863967,NORTH EUROPE,CAW2,NW OPEN FIELD,4768.311012470303,32156.89765352713,,1,3385.0,27388.586641056827,4724.466049375491,27432.431604151636
70,CT52,Germany,2020.02,NW OPEN FIELD,CD-Germany-Openf,461.6440949046789,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,-15989.23854492876,NORTH EUROPE,CAW2,NW OPEN FIELD,1442.032524069951,14142.911193945069,,1,3385.0,12700.878669875117,1117.5192637411149,13025.391930203954
71,CT52,Germany,2020.02,NW OPEN FIELD,CD-Germany-Openf,1663.240125702657,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,42632.16783036659,NORTH EUROPE,CAW2,NW OPEN FIELD,1356.0354407388734,11681.05785208039,,1,3385.0,10325.022411341517,2348.6839957953557,9332.373856285034
72,CT52,France,2020.05,NW OPEN FIELD,CD-France-Openf,1357.459676478451,CD-FR-OPEN,EMEA,670.0,SQUASH,19696.84081225545,NORTH EUROPE,CAW2,NW OPEN FIELD,2616.7097118193833,21245.541685947028,,1,3354.0,18628.831974127646,2779.318453804485,18466.223232142544
73,CT52,Netherlands,2020.09,NW OPEN FIELD,CD-Netherland-Openf,198.0702418496865,CD-NL-OPEN,EMEA,669.0,CARROT,7155.845403411022,NORTH EUROPE,CAW2,NW OPEN FIELD,2831.2616674109,20390.21046938194,,1,3605.0,17558.948801971037,2925.445438796064,17464.765030585873
74,CT59,Iran,2021.07,IRAN,CD-Iran,909.4577626670643,CD-IR,EMEA,688.0,ONION,-8211.022995390049,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,2926.0816071167646,31747.70904840295,,1,3605.0,28821.627441286186,4451.826646493819,27295.882401909133
75,CT7,Italy,2020.03,ITALY,CD-Italy,1392.326063986347,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,41196.9625651625,SOUTH EUROPE,CAW1,ITALY,2177.5016402560486,25073.139340119058,,1,3515.0,22895.637699863008,4490.602423061984,20582.536917057074
76,CT7,Italy,2022.04,ITALY,CD-Italy,2120.404579911332,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,4964.163841992773,SOUTH EUROPE,CAW1,ITALY,3649.478659613773,24713.042538641843,,1,3515.0,21063.563879028072,4535.194356544262,20177.84818209758
77,CT50,France,2020.12,EMEA PROCESSING,CD-France-Proc,1296.510152593866,CD-FR-PROC,EMEA,657.0,SPINACH,19375.26517008369,NORTH EUROPE,CAW2,EMEA PROCESSING,4299.960808295402,33334.96080339547,,1,3155.0,29034.999995100072,3769.242582877207,29565.718220518265
78,CT50,France,2021.06,EMEA PROCESSING,CD-France-Proc,403.7871299064561,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",-23340.02858394635,NORTH EUROPE,CAW2,EMEA PROCESSING,3136.133592068509,24927.8710787402,,1,3155.0,21791.737486671693,5352.371024417499,19575.500054322703
79,CT52,Germany,2020.1,NW OPEN FIELD,CD-Germany-Openf,442.5679580677565,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,-735.9456371326814,NORTH EUROPE,CAW2,NW OPEN FIELD,1444.9285153243643,12026.16824246637,,1,3385.0,10581.239727142007,2135.1269119790027,9891.041330487367
80,CT52,Netherlands,2020.11,NW OPEN FIELD,CD-Netherlands-Openf,1399.815049571261,CD-NL-OPEN,EMEA,669.0,LETTUCE,41857.7595092886,NORTH EUROPE,CAW2,NW OPEN FIELD,1949.3231466877155,13325.884594555366,,1,3605.0,11376.56144786765,2555.1363782896697,10770.748216265696
81,CT1,South Africa,2020.12,SOUTH AFRICA,CD-South Africa,330.9477838896149,CD-ZA,EMEA,639.0,PEPPER,8887.748576928836,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,4244.488244438989,34204.82876375093,,1,3743.0,29960.34051931194,5016.073304727563,29188.755459023363
82,CT51,France,2020.02,EMEA GLASS,CD-France-Glass,171.282360575033,CD-FR-GLAS,EMEA,664.0,TOMATO,17121.67767057664,NORTH EUROPE,CAW2,EMEA GLASS,1474.2926015874532,12369.756451404148,,1,3354.0,10895.463849816695,1641.5505386168024,10728.205912787345
83,CT52,Germany,2020.04,NW OPEN FIELD,CD-Germany-Openf,1085.753628319747,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,51950.05641917758,NORTH EUROPE,CAW2,NW OPEN FIELD,2258.1629079952454,20401.034393913273,,1,3385.0,18142.871485918025,3573.958907035925,16827.075486877347
84,CT5,Spain,2022.08,IBERICA,CD-Spain,125.2162848642556,CD-ES,EMEA,649.0,TOMATO,-37097.42894643544,SOUTH EUROPE,CAW1,IBERICA,1775.8559728164764,21785.28658614659,,1,3781.0,20009.430613330114,2299.442910406093,19485.8436757405
85,CT50,France,2022.1,EMEA PROCESSING,CD-France-Proc,547.0477483931707,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",5297.800812389469,NORTH EUROPE,CAW2,EMEA PROCESSING,4000.126711676174,28850.817089290627,,1,3155.0,24850.690377614454,4837.892335011238,24012.92475427939
