period,material_number,country,region,region_description,crop,net_sales,gross_sales,base_sales,surcharge,discount,net_qty,commercial_team,company_code,commercial_team_description
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,10425.069683871974,12998.879285052975,11408.258603610093,1590.6206814428824,2573.8096011810017,1168.358541915315,CT40,4206.0,LAS
2020-01-01,10906993,Argentina,Americas,SAM,LETTUCE,19972.74867888172,22768.023906239618,19056.586649532444,3711.4372567071728,2795.2752273578985,592.8370255534725,CT40,4054.0,LAS
2020-01-01,11789149,Argentina,Americas,SAM,"BEAN, GARDEN",14871.234679081494,17828.899504455134,15188.932787683758,2639.966716771375,2957.6648253736403,384.4315585529948,CT40,4054.0,LAS
2022-01-01,12101790,Brazil,Americas,SAM,TOMATO,10523.143866494083,11789.522831252983,10853.777493417523,935.7453378354614,1266.3789647589017,397.9254355612123,CT35,4188.0,BRAZIL
2021-01-01,12101790,Brazil,Americas,SAM,TOMATO,24092.253707914628,27405.803906156238,23949.19713918567,3456.606766970562,3313.550198241608,1887.38368225452,CT35,4188.0,BRAZIL
2020-01-01,10845540,Mexico,Americas,NAM,OTHER VEGETABLE SEED,23338.517462406424,27785.17851224162,25166.3319145096,2618.846597732021,4446.661049835196,647.7828658452854,CT14,5183.0,MX&CACAR
2020-01-01,10784032,USA,Americas,NAM,MELON,27628.08216353861,31964.41597372229,26412.04139234861,5552.374581373682,4336.333810183684,91.54696181025588,CT13,5183.0,US&CA
2022-01-01,10784450,USA,Americas,NAM,PEPPER,13729.058041295571,15783.114271008242,13876.972745520185,1906.1415254880576,2054.056229712671,1421.098131299136,CT13,5183.0,US&CA
2020-01-01,10784450,USA,Americas,NAM,PEPPER,13195.021939477454,16278.571154516489,14396.559448532593,1882.011705983898,3083.5492150390355,150.7054753423905,CT13,5183.0,US&CA
2022-01-01,10845540,USA,Americas,NAM,OTHER VEGETABLE SEED,23542.43094777959,29917.05841990604,26130.709353238904,3786.349066667136,6374.627472126447,2387.280847618254,CT13,5183.0,US&CA
2021-01-01,10784450,USA,Americas,NAM,PEPPER,13971.48145004783,16741.80833595193,15429.112342841669,1312.6959931102606,2770.3268859041,2396.880204527258,CT13,5183.0,US&CA
2020-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,26936.11571041853,31444.8629637127,27304.171465529176,4140.691498183527,4508.747253294172,1708.053836456393,CT14,4570.0,MX&CACAR
2020-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,26874.18868714118,31924.847653641023,27131.80153175644,4793.046121884583,5050.658966499843,890.2707511121316,CT14,4570.0,MX&CACAR
2020-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,19478.21876570315,21035.341526840704,19018.102867666443,2017.2386591742604,1557.1227611375537,1956.259533236395,CT14,4570.0,MX&CACAR
2022-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,24229.753964358533,30483.469358725182,26274.30032241303,4209.169036312152,6253.715394366648,880.798502764057,CT14,4570.0,MX&CACAR
2021-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,23991.46975882919,29150.511768677803,25158.44812496417,3992.063643713632,5159.042009848614,2429.974166633066,CT14,4570.0,MX&CACAR
2021-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,25342.4223312278,29285.56740475525,25309.118045785268,3976.449358969983,3943.145073527449,1853.212469981007,CT14,4570.0,MX&CACAR
2020-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,20798.447707749023,23394.150315286734,20191.47465275729,3202.6756625294483,2595.702607537712,254.0442577023787,CT14,4570.0,MX&CACAR
2021-01-01,10778742,Mexico,Americas,NAM,OTHER VEGETABLE SEED,23077.324668835296,28813.305419444023,26261.667778296352,2551.637641147671,5735.980750608726,1598.272606116127,CT14,4570.0,MX&CACAR
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,10670.669229425735,12958.070178539108,11049.34893834906,1908.721240190044,2287.400949113371,254.6112852877228,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,23423.201913200865,28370.423165073906,24860.03079965651,3510.3923654173936,4947.221251873039,1329.812813826617,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,21270.71345279164,23902.721883174043,21214.32614762724,2688.3957355468024,2632.0084303824,753.6170940007726,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,23299.47718197304,27802.36401755733,23919.91063732729,3882.453380230037,4502.886835584292,682.7425284509854,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26121.673191811165,29610.176852756504,25890.207386143586,3719.9694666129208,3488.50366094534,1163.973401215587,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,10342.561074476433,12116.834034486848,10814.816518603571,1302.0175158832744,1774.272960010415,499.8910291510898,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27683.889280913983,30908.8490432419,27141.436732032984,3767.412311208915,3224.959762327914,530.7083459795932,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,16726.094596938543,19434.84476213781,16697.13429323648,2737.710468901336,2708.7501651992734,1188.722611094323,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,11877.303066333783,14588.599148808267,13248.46471940458,1340.134429403688,2711.2960824744832,1123.615589027105,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,22101.85978368321,26958.04478926215,23651.12464827769,3306.9201409844577,4856.185005578938,736.4169206946715,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26107.817102168337,30352.31435320296,27052.23425478705,3300.0800984159105,4244.497251034624,115.1331897940426,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,29451.058098090263,34642.67058450594,29399.46197282093,5243.208611685009,5191.612486415678,40.12854578871355,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,21196.482487592435,22691.114920541837,19102.33578510434,3588.779135437493,1494.632432949399,848.2880962095817,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27133.72258206123,33086.95036434415,29558.069840147044,3528.8805241971068,5953.227782282918,482.731028499765,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,22040.73394202857,23046.904364438826,20729.997956408144,2316.906408030676,1006.1704224102486,1612.704592606012,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26646.478595164812,32383.84741890832,29452.105685266863,2931.741733641458,5737.368823743505,332.0665527739825,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,16170.00572203114,18946.553829763136,15904.915969971044,3041.6378597920902,2776.548107731994,1398.416306665515,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,14033.078612051326,17119.44595725226,13774.939013109948,3344.506944142311,3086.367345200936,611.6557719162666,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20074.824433778565,23674.24964283366,19751.27904720636,3922.9705956273046,3599.4252090550926,364.2094471306322,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27492.99129278148,34097.58017556959,28813.12007668014,5284.460098889443,6604.588882788105,129.7117905915429,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,19603.14212693417,22632.74132628416,20608.33639240584,2024.4049338783225,3029.599199349992,1405.846999526155,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,22064.688843507363,28393.06260079589,22902.83888798133,5490.223712814561,6328.373757288524,1406.192965575028,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26105.79206538168,28014.439409079157,24894.241658528263,3120.197750550888,1908.6473436974743,883.4310988402107,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17679.602829321186,20552.729306611716,18277.652930226377,2275.076376385334,2873.126477290526,782.7617145320467,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,12946.207434971597,14657.88519793564,12591.540734529102,2066.3444634065377,1711.677762964044,189.878673063316,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,24571.19380227088,30591.24798824834,25857.848192792346,4733.399795455994,6020.054185977458,295.9206737377107,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,25889.54710932037,31872.305914803117,26824.57094053658,5047.734974266532,5982.758805482744,1515.95936594655,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27561.73299962739,29175.9422359801,26713.26447434312,2462.6777616369827,1614.2092363527083,2045.034998318763,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,25837.82771882029,28423.140231375644,25061.45912686266,3361.6811045129825,2585.3125125553543,1869.689754461754,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,11032.567683898067,12460.25105956099,11077.10618636838,1383.1448731926098,1427.6833756629214,66.07401462856672,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27847.10886202969,32404.86247636926,28757.187430851205,3647.675045518056,4557.753614339567,1850.96914165979,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,12589.345259566267,14926.125262281952,13539.309007337104,1386.8162549448489,2336.780002715684,427.3740916014523,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,23444.04350953511,29309.02152856565,25333.263266292124,3975.758262273527,5864.978019030542,271.5007635575012,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,10637.249332265395,13064.539964467816,11531.731734654712,1532.8082298131037,2427.2906322024214,1661.733970320156,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,13848.631646178266,16257.569814873474,13794.700257793458,2462.869557080016,2408.9381686952083,814.6637822149244,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,13927.929478291288,15722.65710069882,14253.549628857614,1469.107471841206,1794.7276224075313,1308.60025411115,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,25018.6752283214,30338.108933716925,26585.189981727843,3752.918951989083,5319.433705395528,485.0012758652318,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,28172.036222378563,34047.163940110484,28863.767006067195,5183.39693404329,5875.12771773192,315.0964120617462,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,15838.755978903422,18790.43092833137,16556.64060785233,2233.7903204790427,2951.674949427948,23.70740011137354,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,12623.569587018424,14007.298225412984,11986.10534319877,2021.1928822142145,1383.72863839456,284.4737939504943,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,14051.741577885903,15707.348234829542,14104.57673742984,1602.7714973997013,1655.6066569436373,1084.298562399136,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,10143.35869882882,12304.536791583449,10745.184946303858,1559.351845279588,2161.1780927546283,280.6588711834006,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17311.083893962677,19154.10591104774,16310.994011220282,2843.1118998274574,1843.0220170850632,237.5291552632691,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20675.058160934837,23385.38212938506,20820.07688921361,2565.305240171448,2710.323968450225,22.25916636997295,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,16214.033118089248,19884.819028473157,17667.94469902688,2216.874329446274,3670.7859103839055,21.5383709181408,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27318.597887282333,34511.65417766983,29719.697523564435,4791.956654105397,7193.056290387497,302.5943708772006,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,11620.334444278467,14582.641613661524,11765.802179409658,2816.839434251866,2962.307169383057,975.7893286668834,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,19629.66773565838,23002.0159934735,19391.709816465576,3610.3061770079225,3372.348257815121,718.2601617783464,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,29498.25864032371,32628.692498764038,29334.25883274153,3294.4336660225013,3130.433858440323,167.2750567703624,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,19950.142153642035,24224.5050531032,20219.963753775846,4004.541299327353,4274.3628994611645,1014.630065763803,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,14459.52521406885,16581.513990863485,14346.398715890618,2235.115274972867,2121.988776794634,223.3786157512269,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17687.63618214913,19031.32433281069,16232.338552424775,2798.9857803859145,1343.68815066156,72.33200115349678,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17929.77988230365,21862.14339295297,19328.08685076249,2534.056542190479,3932.3635106493184,1714.903559856231,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,12954.990073605535,15114.02118529045,13653.659048209607,1460.3621370808426,2159.031111684916,569.2820101167022,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20800.043778604235,26369.909572337703,23516.07805513556,2853.831517202146,5569.865793733467,2080.166063169719,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,24552.153628552434,29659.056759830542,24895.22052531641,4763.836234514133,5106.9031312781135,621.9941648823074,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17036.478835206348,20280.131993458643,18599.827400478815,1680.304592979824,3243.6531582522966,903.493317546237,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20764.125683330065,25447.863689996542,22671.30926029369,2776.5544297028587,4683.73800666648,2004.924709503466,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,11966.22078121894,13655.589428850964,12205.45477042883,1450.134658422133,1689.3686476320256,1576.995399808829,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,28384.445732789463,31344.352240629298,26352.1042948534,4992.247945775896,2959.906507839833,547.1478177680713,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,17159.68018785382,23809.72540093442,20043.447920964623,3766.277479969797,6650.045213080601,1807.404048693619,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27158.161521373797,29226.694269296644,25566.69943504052,3659.9948342561215,2068.532747922852,390.6314057293529,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,22070.13979651788,27666.98319707937,24304.62362703496,3362.3595700444093,5596.843400561493,914.074828203084,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,29529.184875751813,32389.574698510423,29323.02176774914,3066.552930761284,2860.389822758612,1383.40157689793,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26150.32444235976,28643.48416476691,24765.10979514788,3878.374369619033,2493.1597224071525,372.646742110991,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27116.65954569326,30811.52102993854,26307.946370462865,4503.574659475674,3694.86148424528,2371.299020932806,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,12898.3893021041,16042.066262914144,14591.477794613922,1450.5884683002228,3143.6769608100453,1854.42254223527,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,22735.735551917747,27350.3748851247,23592.914856793603,3757.460028331099,4614.639333206952,1268.373246933893,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,25824.866397991555,27572.87151381723,23542.78241934564,4030.0890944715898,1748.0051158256754,710.2000416793944,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27113.38354826696,30424.48686524681,26538.926473461477,3885.5603917853423,3311.103316979852,903.571530906806,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,18705.339730294578,21564.00208169513,19550.177769133006,2013.8243125621216,2858.662351400551,420.4382985360778,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26576.06527053681,33786.98726353798,28995.009821528925,4791.977442009054,7210.921993001168,4.368851770356741,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,23918.544358181403,28889.41187699632,25855.97289297659,3033.438984019727,4970.867518814914,739.1539681667408,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,16500.453608559077,19938.57853117211,17722.098581480874,2216.4799496912333,3438.124922613032,565.1751296089309,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20761.6065179578,24065.87151311747,19839.404225130835,4226.467287986634,3304.264995159669,1165.215328303516,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,14950.741571867558,16146.240960308736,13925.022614492798,2221.218345815937,1195.4993884411783,817.742989153709,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,27274.56245239871,30801.946385630225,25694.031457951867,5107.914927678358,3527.3839332315138,407.7579912685131,CT40,4206.0,LAS
2020-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,18229.807299846037,23405.40600758748,20390.28129902005,3015.1247085674217,5175.598707741442,631.0166086679594,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,20836.09341716092,25617.79818580312,22034.413808872203,3583.384376930916,4781.704768642199,456.4191051276445,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,24790.308035563143,29680.95145431232,26674.050821711637,3006.9006326006843,4890.643418749177,1970.445502519816,CT40,4206.0,LAS
2022-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,26022.19428038133,30129.23031935079,26018.569556998253,4110.660762352537,4107.036038969463,1611.730477552731,CT40,4206.0,LAS
2021-01-01,10845540,Chile,Americas,SAM,OTHER VEGETABLE SEED,24672.565549885017,29977.104501414404,27550.928521200105,2426.1759802143,5304.538951529386,1307.53710668339,CT40,4206.0,LAS
