year,material_number,country,region,commercial_team,company_code,commercial_team_description,commercial_subregion_desc,crop,region_description,yearly_net_sales,yearly_gross_sales,yearly_base_sales,yearly_surcharge,yearly_discount,yearly_net_qty,forecasted_sales
2020,10761865,USA,Americas,CT13,5183.0,US&CA,NAM PROCESSING,CUCUMBER,NAM,15001.451882773796,18270.90666853896,16093.433567915175,2177.473100623781,3269.454785765161,1550.515496380122,20341.78979343033
2020,10761865,USA,Americas,CT13,5183.0,US&CA,NAM WEST,CUCUMBER,NAM,12256.332144526485,14954.410546473371,13063.047874112874,1891.3626723604996,2698.0784019468897,1713.251074811005,31138.42934584348
2020,10761873,Mexico,Americas,CT14,5183.0,MX&CACAR,MEXICO NORTH,SQUASH,NAM,66536.81720817313,83760.94194540005,71938.26820384752,11822.673741552531,17224.124737226903,1617.183749723592,21429.898898401865
2020,10761873,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,SQUASH,NAM,46542.14054197165,54875.72164351377,47037.820601912244,7837.901041601529,8333.581101542128,530.4971138564741,28203.28364113487
2020,10761873,USA,Americas,CT13,5183.0,US&CA,NAM SOUTH EAST,SQUASH,NAM,22822.08301758459,26643.52867172434,23371.199197747912,3272.329473976429,3821.445654139747,78.81572824680143,29500.608347857054
2020,10761873,USA,Americas,CT13,5183.0,US&CA,NAM WEST,SQUASH,NAM,40117.46712113921,47719.16971293442,41729.46751555406,5989.702197380354,7601.702591795195,521.2599189278246,39279.150190740416
2020,10761925,India,Asia,CT29,1266.0,INDIA,INDIA,"BEAN, GARDEN",SA & SEA,1746053.2032430852,2054632.017594625,1793733.2655365423,260898.75205808217,308578.81435154006,82628.96791543269,20259.806306490605
2020,10762028,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,31138.046270418257,39857.027519281924,35747.20290044365,4109.824618838276,8718.981248863669,1342.855821738832,21028.955379913867
2020,10762115,Guatemala,Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,WATERMELON,NAM,15581.204453313823,18321.40397893621,16242.046319736555,2079.357659199658,2740.199525622389,1060.814181784552,39932.757723863535
2020,10762115,Italy,EMEA,CT7,3515.0,ITALY,ITALY,WATERMELON,EMEA,120238.47115495028,141806.56894386973,122228.38621440691,19578.182729462816,21568.097788919444,4118.221318143981,24354.49443021824
2020,10762115,Jamaica,Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,WATERMELON,NAM,21063.0546729871,24592.15785955099,20810.788925496097,3781.3689340548895,3529.1031865638925,13.01594578997981,21332.194225695017
2020,10762115,Kazakhstan,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,RUSSIA & UKRAINE,WATERMELON,EMEA,29035.4197266543,32975.66204715714,28326.75524533794,4648.906801819199,3940.242320502834,119.4115490921038,36320.761426942016
2020,10762115,"Trinidad,Tobago",Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,WATERMELON,NAM,15666.810273162264,18508.919065781098,16015.163516892324,2493.7555488887733,2842.1087926188343,1661.972703496757,20184.972881741654
2020,10762186,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,51692.54588620381,60588.39404217224,52443.47716004857,8144.916882123674,8895.848155968422,1091.3058466952257,25322.71008736352
2020,10762186,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,SPINACH,EMEA,19696.797698178823,25365.7059099926,21821.81732214011,3543.8885878524893,5668.908211813776,51.26967681103781,35975.86783512423
2020,10762480,India,Asia,CT29,1266.0,INDIA,INDIA,CAULIFLOWER,SA & SEA,130223.84673780574,150293.76788089637,130248.75949042421,20045.00839047214,20069.921143090593,5750.320997304752,33406.0660611424
2020,10762582,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,163463.1593201069,190642.7147357243,164911.29705062133,25731.417685102948,27179.555415617404,6610.731578908984,35824.59623953927
2020,10762582,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,TOMATO,EMEA,142238.94437493276,165344.06778190326,144397.32174650073,20946.746035402513,23105.123406970484,5665.6007398941565,36847.75432529105
2020,10762592,Serbia,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,SPINACH,EMEA,19808.585031348077,22644.47644706485,19333.507235177614,3310.9692118872385,2835.8914157167824,1902.573908664205,31772.769304635716
2020,10762611,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,27349.599685773024,32582.16994067696,29329.552533530503,3252.6174071464584,5232.570254903939,4.495320665889494,34117.64068394634
2020,10762639,Italy,EMEA,CT7,3515.0,ITALY,ITALY,PEPPER,EMEA,11257.480810088657,13843.474493861057,11303.856382887616,2539.618110973439,2585.9936837723976,1146.881229913751,37387.02103306869
2020,10762662,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,MELON,NAM,44327.153252061915,52672.843127913846,45169.4008997325,7503.442228181344,8345.68987585192,2866.5835177222507,34619.35422266628
2020,10762664,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,CUCUMBER,NAM,16461.803154215893,20039.262219417404,17435.855329739374,2603.406889678031,3577.459065201509,246.9138208783903,25835.4033559014
2020,10762668,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA&NEW ZEALAND,SQUASH,ANZ,25655.06285308745,32108.19166068159,27674.82660765174,4433.365053029851,6453.128807594147,1326.76919080467,
2020,10762668,Chile,Americas,CT40,4206.0,LAS,LAS,SQUASH,SAM,13995.290639172625,14909.680347186671,13022.3861778076,1887.2941693790733,914.389708014048,99.90717487409847,36946.063248369566
2020,10762668,Ghana,EMEA,CT1,3605.0,AFRICA,WEST AFRICA,SQUASH,EMEA,13735.6866020022,16192.791681925735,14408.786058226731,1784.0056236990044,2457.105079923535,140.79305163386,21863.846438809625
2020,10762668,Italy,EMEA,CT7,3515.0,ITALY,ITALY,SQUASH,EMEA,27707.328825148827,31608.72201320556,27815.132610113997,3793.5894030915674,3901.393188056733,210.4207852368924,33401.585573086515
2020,10762668,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,SQUASH,EMEA,77765.40007000437,93940.04746112906,80017.6811388265,13922.366322302534,16174.647391124658,1625.24970845893,31720.793569626643
2020,10762669,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,SQUASH,NAM,36862.27927557133,44361.63443120066,39076.26004607321,5285.374385127454,7499.35515562933,2325.1354532997107,33529.84622367238
2020,10762682,Mexico,Americas,CT14,4570.0,MX&CACAR,MEXICO SOUTH,SQUASH,NAM,46611.752495199165,52775.592981302194,45447.09735200902,7328.4956292931765,6163.84048610303,1524.6780039772232,31196.065351575133
2020,10762880,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,TOMATO,ANZ,25765.05204830749,31686.44206072671,28955.05483108918,2731.387229637532,5921.390012419223,315.0679205015174,23597.137002398293
2020,10762880,El Salvador,Americas,CT14,3605.0,MX&CACAR,CA/CARIBBEAN,TOMATO,NAM,14002.101197874335,16541.635759599794,14074.47053556365,2467.1652240361445,2539.534561725457,931.9212163198358,30847.098823475604
2020,10762880,Mexico,Americas,CT13,4570.0,US&CA,NAM PC,TOMATO,NAM,52603.8814731469,58715.605892561885,51288.9590266819,7426.646865879991,6111.72441941499,627.3158250395655,20168.084463899544
2020,10763043,Hungary,EMEA,CT56,3440.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,PEPPER,EMEA,9736.548074379669,12469.3368870643,11131.407903904988,1337.9289831593114,2732.78881268463,142.5824918669546,
2020,10763043,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,PEPPER,EMEA,12624.631005613624,15199.601418612823,13098.545691360196,2101.055727252629,2574.970412999201,774.2546923717518,33402.14098244296
2020,10763343,France,EMEA,CT50,3155.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,15507.44752150447,18032.340778504127,15243.666466134466,2788.6743123696624,2524.893256999658,340.7512352069833,37416.23587155388
2020,10763343,France,EMEA,CT50,3354.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,13755.297784547276,15320.591258152435,13292.933374146593,2027.657884005845,1565.2934736051604,1596.258529088033,37416.23587155388
2020,10763482,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,PEPPER,NAM,12970.8978934468,14599.923981197322,12902.139452263924,1697.7845289333975,1629.0260877505227,118.1709353236084,33217.26391700354
2020,10763482,USA,Americas,CT13,5183.0,US&CA,NAM SOUTH EAST,PEPPER,NAM,36101.02916561219,41000.204962226526,36725.59068757748,4274.614274649044,4899.175796614339,1815.527716114515,28135.393358377063
2020,10763536,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,PEPPER,NAM,22688.681152645822,27197.0673275575,23770.48022166024,3426.587105897257,4508.386174911677,728.0014504232754,38808.16053031263
2020,10763728,El Salvador,Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,CUCUMBER,NAM,24859.47715056529,29624.033997215043,26322.524726451,3301.509270764048,4764.556846649752,521.0651088318457,22946.892184001783
2020,10763728,USA,Americas,CT13,5183.0,US&CA,NAM PROCESSING,CUCUMBER,NAM,19176.519706522547,21972.950719812663,19269.865996246637,2703.08472356603,2796.431013290114,1158.290041182541,30719.29626026062
2020,10763728,USA,Americas,CT13,5183.0,US&CA,NAM SOUTH EAST,CUCUMBER,NAM,16485.631594535582,18973.11176083108,16655.363883633727,2317.747877197352,2487.480166295496,484.1575795883807,20786.96078833691
2020,10763728,USA,Americas,CT13,5183.0,US&CA,NAM WEST,CUCUMBER,NAM,11944.519468056456,13947.21833760379,12488.45150701941,1458.7668305843792,2002.6988695473349,21.6444722205315,35203.39164249897
2020,10764347,India,Asia,CT29,1266.0,INDIA,INDIA,CUCUMBER,SA & SEA,669960.4791531826,789797.0459696103,691579.5954000411,98217.45056956945,119836.56681642793,26435.18199211793,22446.31267999564
2020,10764382,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,272997.66734241473,320659.8702756803,280782.4644862878,39877.405789392426,47662.202933265544,10584.973457554015,26992.87152729914
2020,10764465,Mexico,Americas,CT14,4570.0,MX&CACAR,MEXICO NORTH,WATERMELON,NAM,71934.96626949836,85319.69614352754,72514.40891744121,12805.28722608634,13384.729874029192,4822.700500650122,36056.75737090002
2020,10764465,Nicaragua,Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,WATERMELON,NAM,10549.23264867521,13009.771877772057,11688.263577708309,1321.5083000637453,2460.539229096844,2125.777922567587,25199.396960862607
2020,10764641,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,CAULIFLOWER,ANZ,18416.06471313142,22877.87919408586,18998.2344564557,3879.644737630164,4461.814480954446,1039.895887073846,38290.099203113765
2020,10765004,Argentina,Americas,CT40,4054.0,LAS,LAS,TOMATO,SAM,12971.345334511418,15970.891694230648,13458.334584622222,2512.5571096084263,2999.5463597192293,1635.111220404877,37810.59923484946
2020,10765004,Rep. of Belarus,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,RUSSIA & UKRAINE,TOMATO,EMEA,28130.85707550579,30592.243915813586,26012.771764882626,4579.47215093096,2461.386840307789,1876.907220314993,38633.90560268352
2020,10765004,Ukraine,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,RUSSIA & UKRAINE,TOMATO,EMEA,10244.990240772167,11892.018810536096,10588.110662210813,1303.908148325283,1647.0285697639274,1338.305397551372,35111.164288824984
2020,10765457,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA&NEW ZEALAND,SQUASH,ANZ,21782.51843168771,26584.7634050208,23968.97572573282,2615.787679287983,4802.244973333095,788.3859287671626,
2020,10766202,India,Asia,CT29,1266.0,INDIA,INDIA,CAULIFLOWER,SA & SEA,1162013.6083315634,1352669.237893375,1177266.3667955608,175402.87109781508,190655.62956181233,55738.47914662801,29571.15158959941
2020,10767092,Slovakia,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,TOMATO,EMEA,14211.033857109886,18507.44667703907,16348.990058658615,2158.4566183804554,4296.412819929186,304.804396973706,39766.648277128
2020,10767158,Syria,EMEA,CT53,3605.0,MIDDLE EAST & EGYPT,MIDDLE EAST,EGGPLANT,EMEA,38995.0164692883,47260.79760797227,40882.27315853107,6378.5244494412145,8265.781138683984,1853.4551454103423,39148.99829896378
2020,10767514,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,20746.70185586592,22888.96824796525,20535.22804574767,2353.740202217577,2142.266392099331,1600.25106055112,32532.77103539184
2020,10767595,Chile,Americas,CT40,4206.0,LAS,LAS,CABBAGE,SAM,96661.11712232447,112897.42334153684,97310.10518095942,15587.318160577423,16236.306219212376,4901.098169855277,29002.06732518913
2020,10767595,India,Asia,CT29,1266.0,INDIA,INDIA,CABBAGE,SA & SEA,633584.4330829798,750734.0618665792,653618.4495610916,97115.6123054878,117149.62878359958,24040.263826064907,23886.21100670536
2020,10767879,Honduras,Americas,CT14,5183.0,MX&CACAR,CA/CARIBBEAN,PEPPER,NAM,16415.102452061594,20227.66424882275,18054.012818463038,2173.651430359718,3812.5617967611583,396.261066757946,25092.931891312783
2020,10767879,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,PEPPER,NAM,35396.02161803229,43361.046009397614,36724.443155094916,6636.602854302704,7965.024391365331,2002.1885462835646,37515.30365167503
2020,10767879,USA,Americas,CT13,5183.0,US&CA,NAM WEST,PEPPER,NAM,9748.486448898826,11282.76857343484,10074.85771439108,1207.910859043761,1534.2821245360144,510.4771112806247,
2020,10767983,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,220262.99684159202,257042.36173171387,226030.31400471862,31012.047726995268,36779.364890121884,12457.640724149569,27411.69734395073
2020,10768222,Argentina,Americas,CT40,4054.0,LAS,LAS,BROCCOLI,SAM,17339.131438902205,21593.081575008164,19040.193017163736,2552.888557844429,4253.950136105959,529.8025625202562,28525.434932544653
2020,10768222,Mexico,Americas,CT14,5183.0,MX&CACAR,MEXICO NORTH,BROCCOLI,NAM,24341.94731941661,28496.073853282516,24345.864138417382,4150.209714865125,4154.126533865907,1324.537528048488,36058.76152526554
2020,10768222,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,BROCCOLI,NAM,13461.384223241024,15297.229987428118,13278.768515040058,2018.46147238806,1835.8457641870943,1569.226640932871,28136.760235983034
2020,10768238,Hungary,EMEA,CT56,3440.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,PEPPER,EMEA,22118.384734295872,26140.999991619352,22911.248985274065,3229.7510063452887,4022.61525732348,1.733925082414856,20465.057347689828
2020,10768238,Slovakia,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,PEPPER,EMEA,14509.763119719197,17494.010323940667,15230.232735126316,2263.7775888143515,2984.247204221472,453.3856829601356,36346.95934805654
2020,10768414,USA,Americas,CT13,5183.0,US&CA,HOME GARDEN,LETTUCE,NAM,40194.110031586424,49853.47988359948,42368.35787601177,7485.122007587712,9659.369852013051,2191.0064592101303,38665.82167342403
2020,10768414,USA,Americas,CT13,5183.0,US&CA,NAM WEST,LETTUCE,NAM,11519.933696325652,13140.49009017047,11524.73562331913,1615.7544668513408,1620.5563938448183,198.044688268551,27778.18928486289
2020,10768493,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,PEPPER,EMEA,57787.23028365915,65221.89267185079,57093.754481048214,8128.138190802572,7434.662388191635,3714.3818451010316,34649.11734569649
2020,10768522,Bahrain,EMEA,CT53,3605.0,MIDDLE EAST & EGYPT,MIDDLE EAST,TOMATO,EMEA,15703.580223393252,17656.332299943388,15280.484148705622,2375.8481512377666,1952.7520765501365,517.4713997113419,39938.3256928178
2020,10768522,Chile,Americas,CT40,4206.0,LAS,LAS,TOMATO,SAM,69759.11183344915,77477.46062412843,67781.07265413499,9696.387969993455,7718.348790679282,1379.951222149613,27955.295393851826
2020,10768672,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,PEPPER,NAM,15051.94463606445,18734.973804327517,16028.58745923104,2706.386345096471,3683.029168263063,652.5078883851436,21148.176415724767
2020,10768949,India,Asia,CT29,1266.0,INDIA,INDIA,MELON,SA & SEA,341125.6419693407,390447.7569704941,339420.1025705782,51027.65439991579,49322.115001153245,11425.933293793416,32225.1513921538
